codigo de barras;categoria;subcategoria;nombre producto;sabor o descripcion;peso tamanio;fabrica;unidad;displey;caja;venta
;CONDIMENTOS;AJO ;AJO EL CHASQUI;AJO MOLIDO;10 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;AJI;AJI AMARILLO PICANTE;AJI PICANTE;9 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;AJI;AJI AMARILLO;AJI SIN PICANTE;9 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;AJI;AJI ROJO PAPRIKA;AJI ROJO;10 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;AJI;AJI ROJO PAPRIKA PICANTE;AJI ROJO;10 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;COMINO;COMINO EL CHASQUI;COMINO MOLIDO;10 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;PIMIENTA;PIMIENTA NEGRA;PIMIENTA NEGRA MOLIDA;7 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;LOCOTO;LOCOTO EL CHASQUI;LOCOTO MOLIDO;5 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;CURCUMA;PALILLO CURCUMA;CURCUMA MOLIDA;10 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;OREGANO;OREGANO MOLIDO;OREGANO DESHIDRATADO Y MOLIDO;7 g;EL CHASQUI;1;10;6;u
;CONDIMENTOS;CALDO;DOÑA GUSTA GALLINA;CALDO SABOR GALLINA;7 g;AJI NOMOTO;1;10;6;u
;CONDIMENTOS;CALDO;DOÑA GUSTA COSTILLA;CALDO SABOR COSTILLA DE RES;7 g;AJI NOMOTO;1;10;6;u
;CONDIMENTOS;AJI;AJI AMARILLO S´RIICC;AJI AMARILLO  SIN PICANTE;9 g;EL CHASQUI;1;;90;u
7,36E+11;CONDIMENTOS; COMINO;COMINO TIERRA NUESTRA;COMINO MOLIDO EN FRASCO;50 g;MADISA;1;;;u
7,36E+11;CONDIMENTOS;AJO ;AJO TIERRA NUESTRA;AJO MOLIDO EN FRASCO;50 g;MADISA;1;;;u
7,36E+11;CONDIMENTOS;CURCUMA;CURCUMA TIERRA NUESTRA;CURCUMA EN POLVO EN FRASCO;50 g;MADISA;1;;;u
7,36E+11;CONDIMENTOS;PIMIENTA;PIMIENTA TIERRA NUESTRA;PIMIENTA EN POLVO EN FRASCO;50 g;MADISA;1;;;u
7,36E+11;CONDIMENTOS;JENGIBRE;JENGIBRE TIERRA NUESTRA;JENGIBRE EN POLVO EN FRASCO;50 g;MADISA;1;;;u
7,78E+12;PAPEL;HIGIENICO;PERLITA PLUS X6;PAPEL DOBLE HOJA;6 r;VINTO;1;6;8;u
7,78E+12;PAPEL;HIGIENICO;PERLITA PLUS X12;PAPEL DOBLE HOJA;12 r;VINTO;1;12;4;u
7,78E+12;PAPEL;HIGIENICO;PERLITA MEGA X6;PAPEL DOBLE HOJA;6 r;VINTO;1;6;8;u
;PAPEL;HIGIENICO;PERLITA MEGA X12;PAPEL DOBLE HOJA;12 r;VINTO;1;12;4;u
;PAPEL;HIGIENICO;PERLITA MEGASOFT X6;PAPEL DOBLE HOJA;6 r;VINTO;1;6;8;u
7,78E+12;PAPEL;HIGIENICO;PERLITA MEGASOFT X12;PAPEL DOBLE HOJA;12 r;VINTO;1;12;4;u
7,78E+12;PAPEL;HIGIENICO;PERLITA ECO 2X10;PAPEL DOBLE HOJA;20 r;VINTO;1;2;10;u
7,78E+12;PAPEL;HIGIENICO;PERLITA ECO 4X10;PAPEL DOBLE HOJA;40 r;VINTO;1;4;10;u
;PAPEL;HIGIENICO;PERLITA EXTRA 2X10;PAPEL DOBLE HOJA;20 r;VINTO;1;2;10;u
;PAPEL;HIGIENICO;NACIONAL CLASICA;PAPEL DOBLE HOJA;12;VINTO;1;;12;u
7,78E+12;PAPEL;HIGIENICO;NACIONAL CLASICA X12;PAPEL DOBLE HOJA;24 r;COPELME;1;12;2;u
7,78E+12;PAPEL;HIGIENICO;NACIONAL CLASICA X6;PAPEL DOBLE HOJA;48 r;COPELME;1;6;8;u
7,78E+12;PAPEL;HIGIENICO;NACIONAL BALANCE X6;PAPEL HIGIENICO VERDE;48r;COPELME;1;6;8;u
;PAPEL;HIGIENICO;NACIONAL MEGA ROLLO ;PAPEL HIGIENICO MEGA ROOLO 2en1;12r;COPELME;1;;12;u
;PAPEL;HIGIENICO;SUPER JUNIOR;PAPEL HIGIENICO ECOLOGICO;20 r;COPELME;1;;20;u
;PAPEL;HIGIENICO;SUPER ECONOMICO;PAPEL HIGIENICO;20 r;COPELME;1;;20;u
;PAPEL;HIGIENICO;EXCELSIOR;PAPEL DOBLE HOJA;20r;COPELME;1;;20;u
7,78E+12;LIMPIEZA;DETERGENTE POLVO;SKIP EVOLUTION;FORMULA ESPECIAL PARA LAVADORA;3,8 kg;UNILEVER;1;;;u
7,75E+12;LIMPIEZA;DETERGENTE POLVO;UNO;FRESCURA LIMON FORMULA 5en1;700g;;1;;;u
7,75E+12;LIMPIEZA;DETERGENTE POLVO;UNO;ARMONIA FLORAL;700 g;;1;;;u
7,75E+12;LIMPIEZA;DETERGENTE POLVO;UNO;SUAVIDAD DE COCO;700 g;;1;;;u
7,78E+12;LIMPIEZA;DETERGENTE POLVO;OMO;LIMON CON BICARVONATO;4,8 kg;UNILEVER;1;;;u
7,78E+12;LIMPIEZA;DETERGENTE POLVO;OMO 1 KILO;LIMON CON BICARVONATO;1 K;UNILEVER;1;;;u
7,78E+12;LIMPIEZA;DETERGENTE POLVO;OMO PEQUEÑO;LIMON CON BICARVONATO;150 g;UNILEVER;1;;;u
;LIMPIEZA;DETERGENTE POLVO;;;;;1;;;u
7,77E+12;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO PEQUEÑO;FLORAL MULTIUSO;140 g;;1;;;u
7,77E+12;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 700;FRORAL CON TOQUE SUAVIZANTE;700 g;;1;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 2 KILOS;FRORAL CON TOQUE SUAVIZANTE;2 Kg;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 3.5 KILOS;FRORAL CON TOQUE SUAVIZANTE;3,5 Kg;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 5 KILOS;FRORAL CON TOQUE SUAVIZANTE;5 Kg;;;;;u
7,77E+12;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 10 KILOS;FRORAL CON TOQUE SUAVIZANTE;10 Kg;;1;;;u
7,77E+12;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO PEQUEÑO;LIMON MULTIUSO;140 g;;1;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 700;LIMON CON TOQUE SUAVIZANTE;700 g;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 2 KILOS;LIMON CON TOQUE SUAVIZANTE;2 Kg;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 3.5 KILOS;LIMON CON TOQUE SUAVIZANTE;3,5 Kg;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 5 KILOS;LIMON CON TOQUE SUAVIZANTE;5 Kg;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO PEQUEÑO;ORIGINAL;140 g;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 700;ORIGINAL CON TOQUE SUAVIZANTE;700 g;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 2 KILOS;ORIGINAL CON TOQUE SUAVIZANTE;2 Kg;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 3.5 KILOS;ORIGINAL CON TOQUE SUAVIZANTE;3,5 Kg;;;;;u
;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO 5 KILOS;ORIGINAL CON TOQUE SUAVIZANTE;5 Kg;;;;;u
7,77E+12;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO LAVADORA 5 KILOS;TOQUE SUAVIZANTE PARA MAQUINA;5 Kg;;1;;;u
7,77E+12;LIMPIEZA;DETERGENTE POLVO;TODO BRILLO LAVADORA 10 KILOS;TOQUE SUAVIZANTE PARA MAQUINA;10 Kg;;1;;;u
;LIMPIEZA;DETERGENTE POLVO;;;;;1;;;u
7,75E+12;LIMPIEZA;JABON;BOLIVAR VERDE;JABON DE LAVAR LIMON;190 g;;1;;;u
7,75E+12;LIMPIEZA;JABON;BOLIVAR AZUL;JABON DE LAVAR FLORAL;190 g;;1;;;u
